	corr	p2tailed	p2tailed_adj	p2tailed_adj_bool	all_criteria_met
TMEM17	0.05604636718970983	0.30860083279588174		False	False
TMEM170A	0.4616556059438314	6.276238383261295e-19		True	True
TMEM170B	0.22040244601784426	5.106497413935481e-05		True	True
TMEM171	0.14810844708255902	0.006863174378507808		True	True
TMEM174	0.017762160282240178	0.7471142680746896		False	False
TMEM176A	0.13901002146023997	0.011223801939514614		True	True
TMEM176B	0.1694911558280431	0.001941224737275248		True	True
TMEM177	0.19201690517351366	0.0004342992219952202		True	True
TMEM179B	0.3481222742890504	6.828861366849877e-11		True	True
TMEM18	0.1301569486992374	0.017657189427481318		True	True
TMEM183A	0.6352445026050072	6.440955469106523e-39		True	True
TMEM184A	0.22421938691539686	3.745006798923757e-05		True	True
TMEM184C	0.20392186312152816	0.00018328709306580744		True	True
TMEM185A	0.11492504199005964	0.03634238475218679		False	False
TMEM185B	0.47296175818510444	6.586346707299533e-20		True	True
TMEM186	0.2884575781550335	8.781959420777034e-08		True	True
TMEM187	0.09241459178225173	0.09273914638062475		False	False
TMEM19	0.24270741497902998	7.723288116260053e-06		True	True
TMEM190	-0.02467560575898687	0.6541651744691058		False	False
TMEM192	0.1915451611610909	0.0004489403097616909		True	True
TMEM194B	0.42319134358576277	7.390936357031169e-16		True	True
TMEM198	0.1824703492695144	0.0008368352713238874		True	True
TMEM199	0.5505127178153857	1.0603051654984432e-27		True	True
TMEM2	0.17848277183236547	0.0010903622817276335		True	True
TMEM200A	0.052273382376137094	0.34235449721777467		False	False
TMEM200C	0.1784412365990221	0.001093340633167054		True	True
TMEM201	0.23271041805731366	1.8427490139529463e-05		True	True
TMEM202	0.04961451440912938	0.3675006018812983		False	False
TMEM203	0.4128493880398884	4.264823811765508e-15		True	True
TMEM204	0.09045955966981162	0.09988527559944196		False	False
TMEM207	0.1019532456835837	0.06352374560736575		False	False
TMEM208	0.4544935904498752	2.508210291980961e-18		True	True
TMEM211	0.09465401125216817	0.08506198675273877		False	False
TMEM212	-0.09137476807159843	0.09648734247431427		False	False
TMEM213	0.11895269428312585	0.030238983574599393		False	False
TMEM214	0.06896035526144154	0.2101071602794839		False	False
TMEM215	-0.03356404777396907	0.5422386559763702		False	False
TMEM216	0.22864082215365053	2.597359530480652e-05		True	True
TMEM218	0.16899994565022816	0.002001787543011476		True	True
TMEM220	0.26073188703858025	1.4616753748199994e-06		True	True
TMEM223	0.20729499724341263	0.00014223330333677363		True	True
TMEM225	0.049406600253496115	0.36951407535102		False	False
TMEM229A	-0.03944327280758091	0.47383156141933114		False	False
TMEM26	0.02029396839365553	0.7125623158840597		False	False
TMEM30A	0.13401390793901724	0.01453861040714812		True	True
TMEM30B	0.17453180155814293	0.0014096606239305098		True	True
TMEM30C	0.015065112898666978	0.7844845405908483		False	False
TMEM31	-0.015097374382523331	0.7840343970950524		False	False
TMEM33	0.2580455070868794	1.8883429782044166e-06		True	True
TMEM37	0.0029282024725075994	0.9576097874883354		False	False
TMEM38A	0.13625883867103095	0.012955484207771642		True	True
TMEM38B	0.17363453896309702	0.001493221339431034		True	True
TMEM39B	0.23655064549738433	1.3253497346503716e-05		True	True
TMEM40	0.1133449802459528	0.03900722185817179		False	False
TMEM41A	0.5634889052796668	3.262614471451939e-29		True	True
TMEM42	0.26161160893526464	1.3432530920385872e-06		True	True
TMEM43	0.21732033726100103	6.533895325864085e-05		True	True
TMEM44	0.177702351681863	0.0011475909829183142		True	True
TMEM45B	0.15146218180156545	0.005686440779198542		True	True
TMEM47	0.05449663947349069	0.3221903644470575		False	False
TMEM5	0.1960724676552543	0.00032553560118169574		True	True
TMEM50A	0.24855162221270496	4.564292879485862e-06		True	True
TMEM50B	0.18008960366495835	0.0009807168489761847		True	True
TMEM53	0.031848984337254305	0.5630790666120118		False	False
TMEM54	0.08524812292292666	0.12107923194845317		False	False
TMEM55A	0.24653669008982276	5.4798974841237875e-06		True	True
TMEM55B	0.38033687039173747	7.210895379323258e-13		True	True
TMEM59L	0.14339909543975146	0.008882663938858977		True	True
TMEM60	0.23817452256409707	1.1510078338142373e-05		True	True
TMEM61	0.0690443555818956	0.20955097811222562		False	False
TMEM63B	0.15958716294607414	0.0035505390132071595		True	True
TMEM64	0.24044287474826154	9.436068079607016e-06		True	True
TMEM65	0.397979693148803	4.778368955820922e-14		True	True
TMEM68	0.20196633460448765	0.00021191919595670887		True	True
TMEM69	0.08307844742134488	0.13087391589413513		False	False
TMEM70	0.40069070725309147	3.1034300784195465e-14		True	True
TMEM71	-0.07480717023074918	0.1738879545783542		False	False
TMEM74	0.28129931416505477	1.870169960388372e-07		True	True
TMEM80	0.22551072676146852	3.367928922209255e-05		True	True
TMEM81	0.5599743103650959	8.503972287733702e-29		True	True
TMEM86A	0.08347395165333082	0.12904428066269566		False	False
TMEM86B	0.2610959965617966	1.4114972735957677e-06		True	True
TMEM88	0.16892677136330367	0.0020109557088900895		True	True
TMEM89	-0.05664256495456989	0.3034747800420386		False	False
TMEM8B	0.1498108408437452	0.00624109040953749		True	True
TMEM91	0.048106076754254976	0.3822628782585511		False	False
TMEM92	0.12728928149733848	0.02033988846807551		True	True
TMEM95	-0.025480591688521445	0.6436492994810735		False	False
TMEM98	0.0599189993989919	0.27631408811895936		False	False
TMEM99	0.2837311851278704	1.450040349102109e-07		True	True
TMEM9B	0.22840758311392184	2.6484644576140953e-05		True	True
TMF1	0.18528893379291403	0.0006917791230700383		True	True
TMIE	0.18599677550757365	0.0006592014487431087		True	True
TMIGD1	0.08312244421847413	0.13066939839761277		False	False
TMIGD2	0.24263335917023576	7.774283804567174e-06		True	True
TMOD1	0.18674783246328167	0.0006261918153508245		True	True
TMOD4	0.24568396524826738	5.917936048635431e-06		True	True
TMPPE	0.1626216813795356	0.002961186484789197		True	True
TMPRSS11B	-0.027896632519479186	0.6125181027506132		False	False
TMPRSS11BNL	0.021207195899378913	0.7002378555302504		False	False
TMPRSS11D	0.06168940609330508	0.2623462234649593		False	False
TMPRSS12	0.07712724238908854	0.16088113932459228		False	False
TMPRSS3	0.1761095968329946	0.001273056584702023		True	True
TMPRSS4	0.12837002404959091	0.019289928263094253		True	True
TMPRSS5	0.08327490115150195	0.12996261686204189		False	False
TMPRSS6	-0.05833773069105685	0.28920927805952445		False	False
TMPRSS7	0.0037029260981048724	0.9464095224198594		False	False
TMSB10	0.08095303992570271	0.14105111210688853		False	False
TMSB15A	0.13614628877890644	0.013031082555167054		True	True
TMSB15B	0.14221333672297326	0.009467962141206586		True	True
TMTC3	0.17833644752212358	0.0011008880184619698		True	True
TMUB1	0.36019885491503445	1.3160227903572375e-11		True	True
TMX1	0.27459990928726385	3.722782299697201e-07		True	True
TMX2	0.3004503800362362	2.3593962919802286e-08		True	True
TMX3	0.21942815843660393	5.522372734359057e-05		True	True
TMX4	-0.17982021569430387	0.0009983596007436925		True	False
TNC	0.06543674629235528	0.23440340449423372		False	False
TNFAIP2	0.19644585772925113	0.0003169174050115297		True	True
TNFAIP3	0.19620409707183717	0.0003224728542228756		True	True
TNFAIP6	0.2105112140006383	0.00011126082615366404		True	True
TNFAIP8L2	-0.11532271314304315	0.03569656351410443		False	False
TNFAIP8L3	0.07675155977483672	0.1629361429886285		False	False
TNFRSF10A	0.3001680039361405	2.4352490951110148e-08		True	True
TNFRSF10D	0.1563509674506345	0.004294365208076486		True	True
TNFRSF11A	0.10084847225085289	0.06646159782904897		False	False
TNFRSF11B	-0.04653534900541427	0.39801348071908993		False	False
TNFRSF13C	0.054515237791617766	0.32202500588808963		False	False
TNFRSF17	0.1251761567259472	0.022536893176676443		True	True
TNFRSF1A	0.13260468571153636	0.015616988223863442		True	True
TNFRSF1B	0.1392120620775689	0.01110509592529619		True	True
TNFRSF25	0.11101408218465514	0.04323880380976312		False	False
TNFRSF9	0.18707721398651136	0.0006122038072261165		True	True
TNFSF10	0.24949735435458062	4.1867067881674065e-06		True	True
TNFSF11	0.10398996781965857	0.058387715609638596		False	False
TNFSF12	0.14681143404440353	0.007373747363920372		True	True
TNFSF12-TNFSF13	0.15232612666518694	0.0054142609702944764		True	True
TNFSF13	0.25457519126380285	2.617893330787049e-06		True	True
TNFSF15	0.10367544129723037	0.05915768222479689		False	False
TNFSF18	-0.05452820095207815	0.3219097824063191		False	False
TNFSF4	0.1160523686606601	0.03453692535796672		False	False
TNFSF9	0.048714477140039764	0.3762657540686005		False	False
TNIP2	0.27058090811194335	5.577536674509728e-07		True	True
TNK1	0.423466054983533	7.048890507528055e-16		True	True
TNKS2	0.4419992934968561	2.6041613049045187e-17		True	True
TNMD	-0.07233510527440502	0.18859049501232455		False	False
TNNC1	0.25678476331121125	2.1274442366427804e-06		True	True
TNNC2	0.10453575245504122	0.05707129789400821		False	False
TNNI1	0.27695944509529824	2.927309039981504e-07		True	True
TNNT2	0.30289423800462156	1.7916302710985156e-08		True	True
TNP1	0.03263861322033972	0.5534363179696058		False	False
TNP2	0.0875051773138073	0.11150590753482977		False	False
TNPO1	0.19840536956801336	0.0002750712751527432		True	True
TNPO2	0.3307547333954491	6.464420876027021e-10		True	True
TNR	0.19032899416678642	0.0004888269446559916		True	True
TOB1	0.2620213000096031	1.2912919385476839e-06		True	True
TOE1	0.1862860602958002	0.0006463009131301752		True	True
TOMM20	0.4990965252004793	2.579956096484944e-22		True	True
TOMM20L	0.10585512928541589	0.05399025818806621		False	False
TOMM22	0.31940073268245395	2.6087421150175902e-09		True	True
TOMM40	0.2837805433244339	1.4425351024875342e-07		True	True
TOMM40L	0.42277711137556157	7.937691891063946e-16		True	True
TOMM5	0.3294763407507465	7.585912111412517e-10		True	True
TOMM6	0.29435846406387167	4.6347136771822247e-08		True	True
TOMM7	0.24257640604110434	7.81372021073028e-06		True	True
TOMM70A	0.33012054830987775	6.999009061372148e-10		True	True
TOP1	0.13679495750987736	0.012600656635635374		True	True
TOP1MT	0.39693240408893293	5.6393812996298855e-14		True	True
TOP1P1	0.061797814988089984	0.26150698074825124		False	False
TOP1P2	-0.08569430729899512	0.11913764289629693		False	False
TOP2B	0.11619537663054867	0.03431343842682435		False	False
TOPBP1	0.38176446934875075	5.823961137511522e-13		True	True
TOPORS	0.3195738425237849	2.554940513519836e-09		True	True
TOR1A	0.45725588329929423	1.4756541575205516e-18		True	True
TOR1AIP2	0.32561353964502454	1.2246059308881536e-09		True	True
TOR1B	0.3904650754104995	1.5486822967800094e-13		True	True
TOR2A	0.14716606927342787	0.007230878692661196		True	True
TOR3A	0.513718530810633	9.375042419460438e-24		True	True
TOX3	0.10542673326431344	0.05497514017896827		False	False
TOX4	0.40011700344820467	3.4013417065179804e-14		True	True
TP53	0.19288651545187716	0.00040846638669813853		True	True
TP53AIP1	0.11508587369380084	0.0360800086689202		False	False
TP53I11	0.24405739140194735	6.8476432685474214e-06		True	True
TP53I3	0.06411592912236792	0.2440025057550288		False	False
TP53INP1	0.1102087548884997	0.04478782158724788		False	False
TP53INP2	0.055271659552002764	0.31534635915708237		False	False
TP53RK	0.2990733198527206	2.752197954575445e-08		True	True
TP53TG1	0.21663021489522272	6.901367708950656e-05		True	True
TP53TG5	0.05264171462205928	0.33895947280911953		False	False
TPBG	-0.01726292903834979	0.75399003858197		False	False
TPCN1	0.18917177818879238	0.0005298117878575352		True	True
TPCN2	0.18229744378268095	0.0008465892385247514		True	True
TPD52	0.2588814813570271	1.7442117312787146e-06		True	True
TPH1	-0.10356018070155218	0.05944193444459427		False	False
TPI1P2	0.17770646823244518	0.0011472819956973362		True	True
TPI1P3	0.020627081037321904	0.708057931119495		False	False
TPM1	0.18400008920101313	0.0007549509296427243		True	True
TPM2	0.07183891626359573	0.19164845280699777		False	False
TPM4	0.30482911817820374	1.4381644213866014e-08		True	True
TPO	0.13391014179313518	0.014615725127325745		True	True
TPP2	0.34724468392118496	7.676045926046199e-11		True	True
TPPP2	0.13524280062423216	0.013652148792407432		True	True
TPPP3	0.2588432183328868	1.75057229150923e-06		True	True
TPR	0.6087565179430681	4.79063406034814e-35		True	True
TPRA1	0.2367952768476169	1.2975698160891136e-05		True	True
TPRG1L	0.2771007887728196	2.885251054746331e-07		True	True
TPRKB	0.16875755302219636	0.002032304545986131		True	True
TPRN	0.1330100545733623	0.0152998322762505		True	True
TPRX1	-0.012917772543585908	0.8146006602937825		False	False
TPST1	0.1562655126074976	0.004315785393123715		True	True
TPST2	0.197048885520575	0.0003034466124004589		True	True
TPT1	0.2603018787220222	1.523134754546191e-06		True	True
TPTE2	0.21312952699509005	9.084787724307148e-05		True	True
TPTE2P1	-0.030625984287564828	0.5781713598848376		False	False
TPTE2P3	0.09933591125470367	0.07066360914818626		False	False
TRA2A	0.14789158702983002	0.006946276515960299		True	True
TRA2B	0.31808944431085767	3.0535124636175594e-09		True	True
TRADD	0.49449834325165976	7.082893142362154e-22		True	True
TRAF1	0.16390140262673067	0.0027404535780287207		True	True
TRAF3IP2	-0.23036968039742037	2.246640185847761e-05		True	False
TRAF3IP3	0.014610539333231743	0.790834756837006		False	False
TRAF5	0.33286267883091974	4.957505312396997e-10		True	True
TRAF6	0.3105246688391805	7.461195226460124e-09		True	True
TRAF7	0.37134359937123557	2.7045149403632637e-12		True	True
TRAFD1	0.2901929104313559	7.288183668336633e-08		True	True
TRAIP	0.21014785628833213	0.00011441246361589736		True	True
TRAK2	0.2925111103009073	5.6702129134671236e-08		True	True
TRAM1	0.2727065985847733	4.507452566900887e-07		True	True
TRAM1L1	-0.0971474518468498	0.07712482230074946		False	False
TRAP1	0.20658882359120792	0.0001500388952568893		True	True
TRAPPC1	0.3211400922806432	2.114625622750536e-09		True	True
TRAPPC4	0.23871876412449392	1.097621884343148e-05		True	True
TRAPPC5	0.3007488544218017	2.281701969701593e-08		True	True
TRAT1	0.050362498289406726	0.36031343014461303		False	False
TRDMT1	0.3533257845092838	3.3880479292528264e-11		True	True
TREH	0.02238070214062846	0.6845158251456385		False	False
TREM1	0.050522912452156	0.35878356935543776		False	False
TREML1	0.14595467242316987	0.007729355945472329		True	True
TREML2	0.26607709548170344	8.706694657941429e-07		True	True
TREML4	0.12479087128275163	0.022958868373278842		True	True
TREX1	0.18858568158588532	0.0005517645699567602		True	True
TREX2	0.10455239731383541	0.057031540348500574		False	False
TRH	-0.13592547190440835	0.013180531758014874		True	False
TRIAP1	0.3752298132868435	1.5352509114003937e-12		True	True
TRIB1	0.18243062442178168	0.0008390670085890412		True	True
TRIL	0.028686643712683393	0.6024842764790477		False	False
TRIM10	0.11534618867934593	0.03565874559367366		False	False
TRIM13	0.14451017414119452	0.008363657791992267		True	True
TRIM14	0.0990790720478112	0.07139822323419653		False	False
TRIM15	0.08974958566054309	0.10258610467208747		False	False
TRIM16L	0.35425034534949057	2.987295886704291e-11		True	True
TRIM2	0.3094539186492701	8.449921158078387e-09		True	True
TRIM21	0.3746835625813358	1.6631964825579244e-12		True	True
TRIM22	0.1778168263611746	0.001139027021614374		True	True
TRIM23	0.2518044850232876	3.3865598656340655e-06		True	True
TRIM26	0.3292469656426309	7.806204094266876e-10		True	True
TRIM29	0.10414793738060231	0.058004140507210526		False	False
TRIM31	0.08283761454830842	0.13199780039998316		False	False
TRIM32	0.3483741278845082	6.603033535564047e-11		True	True
TRIM33	0.08178704232840521	0.13698770750442632		False	False
TRIM34	0.1734227956449503	0.0015135920312679678		True	True
TRIM35	0.4934389709046677	8.919155325831964e-22		True	True
TRIM36	0.1724768479142976	0.0016077456023658753		True	True
TRIM38	0.24587947493082885	5.81465076530698e-06		True	True
TRIM39	0.4301048470789113	2.213421228392357e-16		True	True
TRIM40	0.1283874746360744	0.019273368951942683		True	True
TRIM42	0.014661213282784096	0.7901261680900331		False	False
TRIM44	0.2922969754843253	5.803774880992257e-08		True	True
TRIM5	0.24221965202727214	8.065114699751905e-06		True	True
TRIM54	0.13165502127029244	0.01638263245180129		True	True
TRIM56	0.19340989376547332	0.0003936151737481999		True	True
TRIM59	0.08383965471026959	0.12737016750749486		False	False
TRIM6	0.00871034392721011	0.8743666313050367		False	False
TRIM6-TRIM34	0.05119453944446164	0.35242253710900806		False	False
TRIM60	-0.026542765746771353	0.6298819197345353		False	False
TRIM63	-0.008142671245518832	0.8824931888212366		False	False
